source,target,type,impact_score,mitigation
CVE-2022-7016,IT-03720,TARGETS,0.81,Isoler IT-03720 et appliquer les correctifs pour CVE-2022-7016.
CVE-2021-5994,IT-00061,TARGETS,0.95,Isoler IT-00061 et appliquer les correctifs pour CVE-2021-5994.
T6122,IT-09471,TARGETS,0.58,Isoler IT-09471 et appliquer les correctifs pour T6122.
T6256,IT-03715,TARGETS,0.59,Isoler IT-03715 et appliquer les correctifs pour T6256.
T4076,IT-05970,TARGETS,0.91,Isoler IT-05970 et appliquer les correctifs pour T4076.
CVE-2024-8863,IT-00163,TARGETS,0.75,Isoler IT-00163 et appliquer les correctifs pour CVE-2024-8863.
T3665,IT-00767,TARGETS,0.86,Isoler IT-00767 et appliquer les correctifs pour T3665.
T2626,IT-02277,TARGETS,0.95,Isoler IT-02277 et appliquer les correctifs pour T2626.
CVE-2021-6901,IT-08585,TARGETS,0.66,Isoler IT-08585 et appliquer les correctifs pour CVE-2021-6901.
T4776,IT-03007,TARGETS,0.67,Isoler IT-03007 et appliquer les correctifs pour T4776.
T5862,IT-06360,TARGETS,0.85,Isoler IT-06360 et appliquer les correctifs pour T5862.
T5251,IT-03284,TARGETS,0.62,Isoler IT-03284 et appliquer les correctifs pour T5251.
CVE-2023-7303,IT-09860,TARGETS,0.91,Isoler IT-09860 et appliquer les correctifs pour CVE-2023-7303.
T3764,IT-02828,TARGETS,0.95,Isoler IT-02828 et appliquer les correctifs pour T3764.
T3365,IT-02113,TARGETS,0.76,Isoler IT-02113 et appliquer les correctifs pour T3365.
T2403,IT-00893,TARGETS,0.68,Isoler IT-00893 et appliquer les correctifs pour T2403.
T9699,IT-09410,TARGETS,0.91,Isoler IT-09410 et appliquer les correctifs pour T9699.
T3479,IT-01327,TARGETS,0.5,Isoler IT-01327 et appliquer les correctifs pour T3479.
CVE-2025-7034,IT-06389,TARGETS,0.96,Isoler IT-06389 et appliquer les correctifs pour CVE-2025-7034.
CVE-2020-6163,IT-04825,TARGETS,0.96,Isoler IT-04825 et appliquer les correctifs pour CVE-2020-6163.
T1356,IT-03914,TARGETS,0.89,Isoler IT-03914 et appliquer les correctifs pour T1356.
CVE-2021-6860,IT-03050,TARGETS,0.76,Isoler IT-03050 et appliquer les correctifs pour CVE-2021-6860.
CVE-2021-7743,IT-09737,TARGETS,0.73,Isoler IT-09737 et appliquer les correctifs pour CVE-2021-7743.
T5225,IT-04141,TARGETS,0.62,Isoler IT-04141 et appliquer les correctifs pour T5225.
CVE-2020-3974,IT-09139,TARGETS,0.73,Isoler IT-09139 et appliquer les correctifs pour CVE-2020-3974.
T9325,IT-07059,TARGETS,0.58,Isoler IT-07059 et appliquer les correctifs pour T9325.
T2089,IT-06205,TARGETS,0.79,Isoler IT-06205 et appliquer les correctifs pour T2089.
CVE-2024-7888,IT-08323,TARGETS,0.89,Isoler IT-08323 et appliquer les correctifs pour CVE-2024-7888.
T4089,IT-00614,TARGETS,0.95,Isoler IT-00614 et appliquer les correctifs pour T4089.
T4306,IT-04743,TARGETS,0.93,Isoler IT-04743 et appliquer les correctifs pour T4306.
T9404,IT-05954,TARGETS,0.83,Isoler IT-05954 et appliquer les correctifs pour T9404.
CVE-2025-7941,IT-08794,TARGETS,0.76,Isoler IT-08794 et appliquer les correctifs pour CVE-2025-7941.
T8493,IT-09402,TARGETS,0.84,Isoler IT-09402 et appliquer les correctifs pour T8493.
CVE-2021-1435,IT-05262,TARGETS,0.81,Isoler IT-05262 et appliquer les correctifs pour CVE-2021-1435.
T4558,IT-01331,TARGETS,0.54,Isoler IT-01331 et appliquer les correctifs pour T4558.
CVE-2024-4990,IT-05803,TARGETS,0.66,Isoler IT-05803 et appliquer les correctifs pour CVE-2024-4990.
CVE-2024-9413,IT-02937,TARGETS,0.71,Isoler IT-02937 et appliquer les correctifs pour CVE-2024-9413.
CVE-2024-1337,IT-07342,TARGETS,0.63,Isoler IT-07342 et appliquer les correctifs pour CVE-2024-1337.
T4434,IT-09170,TARGETS,0.92,Isoler IT-09170 et appliquer les correctifs pour T4434.
CVE-2020-7538,IT-07074,TARGETS,0.61,Isoler IT-07074 et appliquer les correctifs pour CVE-2020-7538.
T5839,IT-05333,TARGETS,0.86,Isoler IT-05333 et appliquer les correctifs pour T5839.
CVE-2021-3546,IT-00388,TARGETS,0.68,Isoler IT-00388 et appliquer les correctifs pour CVE-2021-3546.
CVE-2020-5591,IT-01118,TARGETS,0.72,Isoler IT-01118 et appliquer les correctifs pour CVE-2020-5591.
T6961,IT-04779,TARGETS,0.58,Isoler IT-04779 et appliquer les correctifs pour T6961.
CVE-2024-9225,IT-00661,TARGETS,0.67,Isoler IT-00661 et appliquer les correctifs pour CVE-2024-9225.
T9049,IT-09352,TARGETS,0.83,Isoler IT-09352 et appliquer les correctifs pour T9049.
CVE-2021-7138,IT-02990,TARGETS,0.51,Isoler IT-02990 et appliquer les correctifs pour CVE-2021-7138.
CVE-2024-4300,IT-09126,TARGETS,0.86,Isoler IT-09126 et appliquer les correctifs pour CVE-2024-4300.
CVE-2024-8318,IT-01113,TARGETS,0.64,Isoler IT-01113 et appliquer les correctifs pour CVE-2024-8318.
T1267,IT-08898,TARGETS,0.89,Isoler IT-08898 et appliquer les correctifs pour T1267.
CVE-2021-3787,IT-09824,TARGETS,0.5,Isoler IT-09824 et appliquer les correctifs pour CVE-2021-3787.
CVE-2025-8463,IT-05168,TARGETS,0.74,Isoler IT-05168 et appliquer les correctifs pour CVE-2025-8463.
T1358,IT-09912,TARGETS,0.91,Isoler IT-09912 et appliquer les correctifs pour T1358.
CVE-2025-5042,IT-04100,TARGETS,0.85,Isoler IT-04100 et appliquer les correctifs pour CVE-2025-5042.
T9024,IT-07691,TARGETS,0.92,Isoler IT-07691 et appliquer les correctifs pour T9024.
T1087,IT-08590,TARGETS,0.93,Isoler IT-08590 et appliquer les correctifs pour T1087.
T5733,IT-08660,TARGETS,0.95,Isoler IT-08660 et appliquer les correctifs pour T5733.
T6148,IT-01021,TARGETS,0.84,Isoler IT-01021 et appliquer les correctifs pour T6148.
T7612,IT-04132,TARGETS,0.58,Isoler IT-04132 et appliquer les correctifs pour T7612.
T5608,IT-00345,TARGETS,0.92,Isoler IT-00345 et appliquer les correctifs pour T5608.
CVE-2021-21972,IT-08842,TARGETS,0.54,Isoler IT-08842 et appliquer les correctifs pour CVE-2021-21972.
CVE-2020-6031,IT-02866,TARGETS,0.62,Isoler IT-02866 et appliquer les correctifs pour CVE-2020-6031.
CVE-2022-1723,IT-09421,TARGETS,0.75,Isoler IT-09421 et appliquer les correctifs pour CVE-2022-1723.
CVE-2020-8208,IT-08740,TARGETS,0.61,Isoler IT-08740 et appliquer les correctifs pour CVE-2020-8208.
CVE-2024-7535,IT-00894,TARGETS,0.81,Isoler IT-00894 et appliquer les correctifs pour CVE-2024-7535.
T7038,IT-08888,TARGETS,0.64,Isoler IT-08888 et appliquer les correctifs pour T7038.
CVE-2020-2617,IT-00551,TARGETS,0.56,Isoler IT-00551 et appliquer les correctifs pour CVE-2020-2617.
CVE-2023-9030,IT-06837,TARGETS,0.63,Isoler IT-06837 et appliquer les correctifs pour CVE-2023-9030.
CVE-2024-2287,IT-09907,TARGETS,0.76,Isoler IT-09907 et appliquer les correctifs pour CVE-2024-2287.
T4372,IT-02774,TARGETS,0.75,Isoler IT-02774 et appliquer les correctifs pour T4372.
T7922,IT-07752,TARGETS,0.59,Isoler IT-07752 et appliquer les correctifs pour T7922.
T4130,IT-08369,TARGETS,0.81,Isoler IT-08369 et appliquer les correctifs pour T4130.
T8030,IT-05644,TARGETS,0.83,Isoler IT-05644 et appliquer les correctifs pour T8030.
T1783,IT-04964,TARGETS,0.78,Isoler IT-04964 et appliquer les correctifs pour T1783.
T3630,IT-06860,TARGETS,0.84,Isoler IT-06860 et appliquer les correctifs pour T3630.
T5862,IT-05849,TARGETS,0.62,Isoler IT-05849 et appliquer les correctifs pour T5862.
CVE-2025-8226,IT-03338,TARGETS,0.85,Isoler IT-03338 et appliquer les correctifs pour CVE-2025-8226.
T8746,IT-00185,TARGETS,0.7,Isoler IT-00185 et appliquer les correctifs pour T8746.
CVE-2025-1625,IT-08190,TARGETS,0.9,Isoler IT-08190 et appliquer les correctifs pour CVE-2025-1625.
T3545,IT-07345,TARGETS,0.99,Isoler IT-07345 et appliquer les correctifs pour T3545.
T5648,IT-03554,TARGETS,0.76,Isoler IT-03554 et appliquer les correctifs pour T5648.
T6851,IT-07450,TARGETS,0.74,Isoler IT-07450 et appliquer les correctifs pour T6851.
CVE-2025-6250,IT-04124,TARGETS,0.52,Isoler IT-04124 et appliquer les correctifs pour CVE-2025-6250.
T5358,IT-05016,TARGETS,0.98,Isoler IT-05016 et appliquer les correctifs pour T5358.
CVE-2024-5712,IT-09313,TARGETS,0.86,Isoler IT-09313 et appliquer les correctifs pour CVE-2024-5712.
CVE-2022-1012,IT-08509,TARGETS,0.85,Isoler IT-08509 et appliquer les correctifs pour CVE-2022-1012.
CVE-2022-1361,IT-09885,TARGETS,0.55,Isoler IT-09885 et appliquer les correctifs pour CVE-2022-1361.
T7055,IT-06095,TARGETS,0.77,Isoler IT-06095 et appliquer les correctifs pour T7055.
CVE-2020-3974,IT-05247,TARGETS,0.7,Isoler IT-05247 et appliquer les correctifs pour CVE-2020-3974.
CVE-2023-7704,IT-02131,TARGETS,0.52,Isoler IT-02131 et appliquer les correctifs pour CVE-2023-7704.
CVE-2025-3374,IT-07294,TARGETS,0.89,Isoler IT-07294 et appliquer les correctifs pour CVE-2025-3374.
CVE-2024-3821,IT-05690,TARGETS,0.56,Isoler IT-05690 et appliquer les correctifs pour CVE-2024-3821.
CVE-2024-3239,IT-02550,TARGETS,0.57,Isoler IT-02550 et appliquer les correctifs pour CVE-2024-3239.
T6603,IT-08466,TARGETS,0.6,Isoler IT-08466 et appliquer les correctifs pour T6603.
CVE-2023-4267,IT-06901,TARGETS,0.98,Isoler IT-06901 et appliquer les correctifs pour CVE-2023-4267.
T1190,IT-06636,TARGETS,0.5,Isoler IT-06636 et appliquer les correctifs pour T1190.
CVE-2025-8226,IT-08317,TARGETS,0.81,Isoler IT-08317 et appliquer les correctifs pour CVE-2025-8226.
T8343,IT-00598,TARGETS,0.61,Isoler IT-00598 et appliquer les correctifs pour T8343.
T7663,IT-07372,TARGETS,0.68,Isoler IT-07372 et appliquer les correctifs pour T7663.
T4349,IT-00854,TARGETS,0.78,Isoler IT-00854 et appliquer les correctifs pour T4349.
CVE-2025-6667,IT-01559,TARGETS,0.64,Isoler IT-01559 et appliquer les correctifs pour CVE-2025-6667.
T5831,IT-03416,TARGETS,0.9,Isoler IT-03416 et appliquer les correctifs pour T5831.
T4195,IT-08480,TARGETS,0.66,Isoler IT-08480 et appliquer les correctifs pour T4195.
CVE-2025-5950,IT-05696,TARGETS,0.68,Isoler IT-05696 et appliquer les correctifs pour CVE-2025-5950.
T5151,IT-09259,TARGETS,0.93,Isoler IT-09259 et appliquer les correctifs pour T5151.
CVE-2023-5938,IT-03367,TARGETS,0.92,Isoler IT-03367 et appliquer les correctifs pour CVE-2023-5938.
CVE-2021-6244,IT-08323,TARGETS,0.63,Isoler IT-08323 et appliquer les correctifs pour CVE-2021-6244.
CVE-2020-2187,IT-09052,TARGETS,0.73,Isoler IT-09052 et appliquer les correctifs pour CVE-2020-2187.
CVE-2024-2779,IT-00060,TARGETS,0.63,Isoler IT-00060 et appliquer les correctifs pour CVE-2024-2779.
T2824,IT-01595,TARGETS,0.72,Isoler IT-01595 et appliquer les correctifs pour T2824.
T7144,IT-07657,TARGETS,0.84,Isoler IT-07657 et appliquer les correctifs pour T7144.
T6088,IT-04877,TARGETS,0.7,Isoler IT-04877 et appliquer les correctifs pour T6088.
T7373,IT-07607,TARGETS,0.71,Isoler IT-07607 et appliquer les correctifs pour T7373.
CVE-2025-4479,IT-03696,TARGETS,0.53,Isoler IT-03696 et appliquer les correctifs pour CVE-2025-4479.
CVE-2022-9861,IT-09804,TARGETS,0.87,Isoler IT-09804 et appliquer les correctifs pour CVE-2022-9861.
CVE-2025-7460,IT-00422,TARGETS,0.94,Isoler IT-00422 et appliquer les correctifs pour CVE-2025-7460.
T8105,IT-06993,TARGETS,0.99,Isoler IT-06993 et appliquer les correctifs pour T8105.
T1557,IT-03546,TARGETS,0.82,Isoler IT-03546 et appliquer les correctifs pour T1557.
T8537,IT-00856,TARGETS,0.9,Isoler IT-00856 et appliquer les correctifs pour T8537.
CVE-2021-3007,IT-09515,TARGETS,0.76,Isoler IT-09515 et appliquer les correctifs pour CVE-2021-3007.
CVE-2024-6111,IT-06395,TARGETS,0.95,Isoler IT-06395 et appliquer les correctifs pour CVE-2024-6111.
T2281,IT-00780,TARGETS,0.98,Isoler IT-00780 et appliquer les correctifs pour T2281.
T3825,IT-07366,TARGETS,0.8,Isoler IT-07366 et appliquer les correctifs pour T3825.
CVE-2021-7743,IT-01493,TARGETS,0.82,Isoler IT-01493 et appliquer les correctifs pour CVE-2021-7743.
CVE-2020-2199,IT-03140,TARGETS,0.69,Isoler IT-03140 et appliquer les correctifs pour CVE-2020-2199.
T9749,IT-00910,TARGETS,0.87,Isoler IT-00910 et appliquer les correctifs pour T9749.
T9884,IT-03513,TARGETS,0.95,Isoler IT-03513 et appliquer les correctifs pour T9884.
T5869,IT-08963,TARGETS,0.73,Isoler IT-08963 et appliquer les correctifs pour T5869.
T8000,IT-06863,TARGETS,0.83,Isoler IT-06863 et appliquer les correctifs pour T8000.
CVE-2020-7009,IT-03398,TARGETS,0.52,Isoler IT-03398 et appliquer les correctifs pour CVE-2020-7009.
T8356,IT-01147,TARGETS,0.74,Isoler IT-01147 et appliquer les correctifs pour T8356.
CVE-2025-1644,IT-06518,TARGETS,0.67,Isoler IT-06518 et appliquer les correctifs pour CVE-2025-1644.
T2954,IT-00216,TARGETS,0.71,Isoler IT-00216 et appliquer les correctifs pour T2954.
CVE-2021-7357,IT-02325,TARGETS,0.83,Isoler IT-02325 et appliquer les correctifs pour CVE-2021-7357.
T3082,IT-03774,TARGETS,0.67,Isoler IT-03774 et appliquer les correctifs pour T3082.
T6255,IT-06208,TARGETS,0.8,Isoler IT-06208 et appliquer les correctifs pour T6255.
T5464,IT-03256,TARGETS,0.56,Isoler IT-03256 et appliquer les correctifs pour T5464.
T5625,IT-03010,TARGETS,0.81,Isoler IT-03010 et appliquer les correctifs pour T5625.
CVE-2024-5559,IT-08957,TARGETS,0.57,Isoler IT-08957 et appliquer les correctifs pour CVE-2024-5559.
CVE-2024-9832,IT-05942,TARGETS,0.8,Isoler IT-05942 et appliquer les correctifs pour CVE-2024-9832.
CVE-2022-4181,IT-06503,TARGETS,0.72,Isoler IT-06503 et appliquer les correctifs pour CVE-2022-4181.
CVE-2024-9773,IT-01019,TARGETS,0.57,Isoler IT-01019 et appliquer les correctifs pour CVE-2024-9773.
T1941,IT-09980,TARGETS,0.57,Isoler IT-09980 et appliquer les correctifs pour T1941.
T1588,IT-02248,TARGETS,0.69,Isoler IT-02248 et appliquer les correctifs pour T1588.
T4997,IT-04831,TARGETS,0.84,Isoler IT-04831 et appliquer les correctifs pour T4997.
CVE-2024-7535,IT-08806,TARGETS,0.54,Isoler IT-08806 et appliquer les correctifs pour CVE-2024-7535.
T8750,IT-03581,TARGETS,0.7,Isoler IT-03581 et appliquer les correctifs pour T8750.
T5465,IT-00688,TARGETS,0.7,Isoler IT-00688 et appliquer les correctifs pour T5465.
T7107,IT-09179,TARGETS,0.56,Isoler IT-09179 et appliquer les correctifs pour T7107.
T6427,IT-03067,TARGETS,0.89,Isoler IT-03067 et appliquer les correctifs pour T6427.
T8556,IT-00338,TARGETS,0.85,Isoler IT-00338 et appliquer les correctifs pour T8556.
CVE-2025-2688,IT-04654,TARGETS,0.74,Isoler IT-04654 et appliquer les correctifs pour CVE-2025-2688.
T9711,IT-06439,TARGETS,0.98,Isoler IT-06439 et appliquer les correctifs pour T9711.
T1287,IT-00640,TARGETS,0.6,Isoler IT-00640 et appliquer les correctifs pour T1287.
T4040,IT-06378,TARGETS,0.5,Isoler IT-06378 et appliquer les correctifs pour T4040.
CVE-2021-9054,IT-09591,TARGETS,0.71,Isoler IT-09591 et appliquer les correctifs pour CVE-2021-9054.
T4478,IT-09781,TARGETS,0.92,Isoler IT-09781 et appliquer les correctifs pour T4478.
T9884,IT-08394,TARGETS,0.73,Isoler IT-08394 et appliquer les correctifs pour T9884.
CVE-2025-2720,IT-03866,TARGETS,0.98,Isoler IT-03866 et appliquer les correctifs pour CVE-2025-2720.
T7622,IT-06910,TARGETS,0.8,Isoler IT-06910 et appliquer les correctifs pour T7622.
CVE-2022-9894,IT-02990,TARGETS,0.78,Isoler IT-02990 et appliquer les correctifs pour CVE-2022-9894.
T9024,IT-03001,TARGETS,0.9,Isoler IT-03001 et appliquer les correctifs pour T9024.
CVE-2021-3283,IT-05563,TARGETS,0.81,Isoler IT-05563 et appliquer les correctifs pour CVE-2021-3283.
T8226,IT-05440,TARGETS,0.76,Isoler IT-05440 et appliquer les correctifs pour T8226.
T8219,IT-08889,TARGETS,0.73,Isoler IT-08889 et appliquer les correctifs pour T8219.
CVE-2025-1020,IT-09501,TARGETS,0.73,Isoler IT-09501 et appliquer les correctifs pour CVE-2025-1020.
CVE-2024-6457,IT-09031,TARGETS,0.62,Isoler IT-09031 et appliquer les correctifs pour CVE-2024-6457.
CVE-2021-5946,IT-02198,TARGETS,0.52,Isoler IT-02198 et appliquer les correctifs pour CVE-2021-5946.
T6074,IT-04424,TARGETS,0.68,Isoler IT-04424 et appliquer les correctifs pour T6074.
T1588,IT-03025,TARGETS,0.5,Isoler IT-03025 et appliquer les correctifs pour T1588.
T5465,IT-07781,TARGETS,0.94,Isoler IT-07781 et appliquer les correctifs pour T5465.
T1130,IT-03792,TARGETS,0.96,Isoler IT-03792 et appliquer les correctifs pour T1130.
CVE-2020-6231,IT-05527,TARGETS,0.97,Isoler IT-05527 et appliquer les correctifs pour CVE-2020-6231.
CVE-2020-7078,IT-08065,TARGETS,0.98,Isoler IT-08065 et appliquer les correctifs pour CVE-2020-7078.
CVE-2021-5283,IT-03773,TARGETS,0.81,Isoler IT-03773 et appliquer les correctifs pour CVE-2021-5283.
CVE-2025-8060,IT-05265,TARGETS,0.97,Isoler IT-05265 et appliquer les correctifs pour CVE-2025-8060.
CVE-2024-6122,IT-02487,TARGETS,0.81,Isoler IT-02487 et appliquer les correctifs pour CVE-2024-6122.
CVE-2024-4936,IT-03944,TARGETS,0.99,Isoler IT-03944 et appliquer les correctifs pour CVE-2024-4936.
T2978,IT-09128,TARGETS,0.76,Isoler IT-09128 et appliquer les correctifs pour T2978.
T4372,IT-02578,TARGETS,0.54,Isoler IT-02578 et appliquer les correctifs pour T4372.
T9863,IT-08986,TARGETS,0.8,Isoler IT-08986 et appliquer les correctifs pour T9863.
CVE-2020-5223,IT-05213,TARGETS,0.98,Isoler IT-05213 et appliquer les correctifs pour CVE-2020-5223.
CVE-2024-2900,IT-00299,TARGETS,0.75,Isoler IT-00299 et appliquer les correctifs pour CVE-2024-2900.
CVE-2023-4761,IT-02505,TARGETS,0.68,Isoler IT-02505 et appliquer les correctifs pour CVE-2023-4761.
CVE-2022-2687,IT-03890,TARGETS,0.72,Isoler IT-03890 et appliquer les correctifs pour CVE-2022-2687.
CVE-2025-8739,IT-02784,TARGETS,0.51,Isoler IT-02784 et appliquer les correctifs pour CVE-2025-8739.
T7843,IT-06147,TARGETS,0.85,Isoler IT-06147 et appliquer les correctifs pour T7843.
T8216,IT-02867,TARGETS,0.88,Isoler IT-02867 et appliquer les correctifs pour T8216.
T5766,IT-04561,TARGETS,0.78,Isoler IT-04561 et appliquer les correctifs pour T5766.
CVE-2021-3854,IT-09127,TARGETS,0.51,Isoler IT-09127 et appliquer les correctifs pour CVE-2021-3854.
CVE-2024-1145,IT-06827,TARGETS,0.5,Isoler IT-06827 et appliquer les correctifs pour CVE-2024-1145.
T8817,IT-03992,TARGETS,0.59,Isoler IT-03992 et appliquer les correctifs pour T8817.
T4195,IT-00140,TARGETS,0.53,Isoler IT-00140 et appliquer les correctifs pour T4195.
CVE-2020-5534,IT-05845,TARGETS,0.6,Isoler IT-05845 et appliquer les correctifs pour CVE-2020-5534.
CVE-2022-8732,IT-04121,TARGETS,0.55,Isoler IT-04121 et appliquer les correctifs pour CVE-2022-8732.
CVE-2025-3880,IT-02415,TARGETS,0.55,Isoler IT-02415 et appliquer les correctifs pour CVE-2025-3880.
T2650,IT-04367,TARGETS,0.79,Isoler IT-04367 et appliquer les correctifs pour T2650.
T5743,IT-04043,TARGETS,0.99,Isoler IT-04043 et appliquer les correctifs pour T5743.
T1059,IT-08890,TARGETS,0.89,Isoler IT-08890 et appliquer les correctifs pour T1059.
T8750,IT-04737,TARGETS,0.9,Isoler IT-04737 et appliquer les correctifs pour T8750.
T2271,IT-09690,TARGETS,0.59,Isoler IT-09690 et appliquer les correctifs pour T2271.
T9711,IT-01109,TARGETS,0.69,Isoler IT-01109 et appliquer les correctifs pour T9711.
T3983,IT-09893,TARGETS,0.64,Isoler IT-09893 et appliquer les correctifs pour T3983.
CVE-2022-3458,IT-07669,TARGETS,0.8,Isoler IT-07669 et appliquer les correctifs pour CVE-2022-3458.
CVE-2024-9337,IT-04476,TARGETS,0.87,Isoler IT-04476 et appliquer les correctifs pour CVE-2024-9337.
T1078,IT-01146,TARGETS,0.99,Isoler IT-01146 et appliquer les correctifs pour T1078.
CVE-2020-8208,IT-09915,TARGETS,0.53,Isoler IT-09915 et appliquer les correctifs pour CVE-2020-8208.
T1087,IT-01951,TARGETS,0.54,Isoler IT-01951 et appliquer les correctifs pour T1087.
CVE-2021-4058,IT-05917,TARGETS,0.97,Isoler IT-05917 et appliquer les correctifs pour CVE-2021-4058.
T5553,IT-08735,TARGETS,0.77,Isoler IT-08735 et appliquer les correctifs pour T5553.
T4267,IT-07432,TARGETS,0.57,Isoler IT-07432 et appliquer les correctifs pour T4267.
T5839,IT-05847,TARGETS,0.54,Isoler IT-05847 et appliquer les correctifs pour T5839.
CVE-2023-3486,IT-01651,TARGETS,0.94,Isoler IT-01651 et appliquer les correctifs pour CVE-2023-3486.
CVE-2021-9323,IT-07781,TARGETS,0.54,Isoler IT-07781 et appliquer les correctifs pour CVE-2021-9323.
T8216,IT-03518,TARGETS,0.96,Isoler IT-03518 et appliquer les correctifs pour T8216.
T4990,IT-08890,TARGETS,0.58,Isoler IT-08890 et appliquer les correctifs pour T4990.
CVE-2025-1551,IT-03243,TARGETS,0.51,Isoler IT-03243 et appliquer les correctifs pour CVE-2025-1551.
CVE-2024-5030,IT-02507,TARGETS,0.81,Isoler IT-02507 et appliquer les correctifs pour CVE-2024-5030.
T2458,IT-07526,TARGETS,0.92,Isoler IT-07526 et appliquer les correctifs pour T2458.
CVE-2025-8762,IT-03016,TARGETS,0.79,Isoler IT-03016 et appliquer les correctifs pour CVE-2025-8762.
CVE-2024-2779,IT-08512,TARGETS,0.61,Isoler IT-08512 et appliquer les correctifs pour CVE-2024-2779.
T6242,IT-04724,TARGETS,0.81,Isoler IT-04724 et appliquer les correctifs pour T6242.
CVE-2020-2752,IT-09175,TARGETS,0.86,Isoler IT-09175 et appliquer les correctifs pour CVE-2020-2752.
